,0
2163,sadness: 0.36270394921302795
2164,
2165,b'I love it ':
2166,love: 0.9999998807907104
2167,nervousness: 0.3566505014896393
2168,embarrassment: 0.3443627953529358
2169,
2170,b'Im liking this one Thanks for posting Lookout cinnamon toast here I come ':
2171,gratitude: 0.9938780665397644
2172,surprise: 0.35071444511413574
2173,pride: 0.3495955765247345
2174,
2175,b' medical xpress Wee word of warning too much can also cause perioral dermetitus I was taking a':
2176,neutral: 0.44165855646133423
2177,approval: 0.3706032633781433
2178,annoyance: 0.3663167357444763
2179,
2180,b' medical xpress Its a good treat for the kids as well':
2181,admiration: 0.6474896669387817
2182,approval: 0.38008981943130493
2183,excitement: 0.3607958257198334
2184,
2185,b' medical xpress Supposed to be good for colds and excellent added to the sloe gin spice mix':
2186,admiration: 0.8403330445289612
2187,optimism: 0.3840235471725464
2188,approval: 0.3691200017929077
2189,
2190,b' medical xpress Weve always eaten a lot of cinnamon here amp never had any problems but always':
2191,neutral: 0.4125601053237915
2192,approval: 0.385335773229599
2193,disapproval: 0.36984434723854065
2194,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.iter
2195,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.iter
2196,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.beta_1
2197,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.beta_1
2198,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.beta_2
2199,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.beta_2
2200,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.decay
2201,WARNING:tensorflow:Unresolved object in checkpoint: (root).optimizer.decay
2202,"WARNING:tensorflow:A checkpoint was restored (e.g. tf.train.Checkpoint.restore or tf.keras.Model.load_weights) but not all checkpointed values were used. See above for specific issues. Use expect_partial() on the load status object, e.g. tf.train.Checkpoint.restore(...).expect_partial(), to silence these warnings, or use assert_consumed() to make the check explicit. See https://www.tensorflow.org/guide/checkpoint#loading_mechanics for details."
2203,"WARNING:tensorflow:A checkpoint was restored (e.g. tf.train.Checkpoint.restore or tf.keras.Model.load_weights) but not all checkpointed values were used. See above for specific issues. Use expect_partial() on the load status object, e.g. tf.train.Checkpoint.restore(...).expect_partial(), to silence these warnings, or use assert_consumed() to make the check explicit. See https://www.tensorflow.org/guide/checkpoint#loading_mechanics for details."
2204,A saÃ­da de streaming foi truncada nas Ãºltimas 5000 linhas.
2205,
2206,b'Thats One Big Icicle ':
2207,neutral: 0.6037652492523193
2208,nervousness: 0.3669954836368561
2209,embarrassment: 0.36663222312927246
2210,
2211,b'lordy':
2212,anger: 0.7742466926574707
2213,neutral: 0.761577308177948
2214,annoyance: 0.36300748586654663
2215,
2216,b'No LARDY ':
2217,neutral: 0.8121286034584045
2218,anger: 0.47936469316482544
2219,disapproval: 0.41085076332092285
2220,
2221,b'awesome Where have you taken trees down this year Get rid of all the pines and all the non specimen trees ':
2222,admiration: 0.900902271270752
2223,pride: 0.35594823956489563
2224,caring: 0.3555743098258972
2225,
2226,b' JrPredators Congrats to Scott Calvin and JR Preds ':
2227,neutral: 0.4736696481704712
2228,admiration: 0.38934630155563354
2229,approval: 0.3692781329154968
2230,
2231,b'Hey sis Have a great day ':
2232,admiration: 0.9837295413017273
2233,excitement: 0.3690831661224365
2234,joy: 0.36362847685813904
2235,
2236,b'You too Got msg Will call back ':
2237,neutral: 0.6405322551727295
2238,approval: 0.3710770308971405
2239,caring: 0.3577721416950226
2240,
2241,b'Please dont jinx it ':
2242,neutral: 0.539161205291748
2243,anger: 0.40353989601135254
2244,disapproval: 0.40209364891052246
2245,
2246,b' BashawCurling Ice gone liquid in Westlock too but one more spiel at Legal this week hurry ':
2247,neutral: 0.4863339960575104
2248,approval: 0.37832745909690857
2249,disgust: 0.36004650592803955
2250,
2251,b' BashawCurling liver says it season end Although Camrose still has a mens spiel next wknd Who knows may take one more roadie':
2252,neutral: 0.4637855589389801
2253,approval: 0.36032959818840027
2254,anger: 0.35916274785995483
2255,
2256,b'that scares me a lot':
2257,anger: 0.40824824571609497
2258,curiosity: 0.37033364176750183
2259,approval: 0.36838510632514954
2260,
2261,b' TravelManitoba hopefully the thaw comes sooner than later IceCreamWeather ':
2262,optimism: 0.9963833093643188
2263,desire: 0.3925020396709442
2264,remorse: 0.3782486617565155
2265,
2266,b'absolutely DM or email me your shipping info and I will send you some goodies ':
2267,curiosity: 0.40331971645355225
2268,neutral: 0.3612527549266815
2269,disappointment: 0.3608931303024292
2270,
2271,b'for sure and if you ever heard of Aldi foods they have frozen food for cheap save ya some ':
2272,neutral: 0.5487213730812073
2273,curiosity: 0.38503924012184143
2274,confusion: 0.3739932179450989
2275,
2276,b' logansdad34 I get bags of frozen fruit put in bowl and snack on it frozen':
2277,neutral: 0.4511537253856659
2278,approval: 0.35960984230041504
2279,nervousness: 0.35628288984298706
2280,
2281,b' Fantastic image ':
2282,neutral: 0.7071904540061951
2283,curiosity: 0.45889273285865784
2284,admiration: 0.44509026408195496
2285,
2286,b' efoxband lol Awesome FonduePoints ':
2287,amusement: 0.9982874989509583
2288,admiration: 0.9966627955436707
2289,joy: 0.37104952335357666
2290,
2291,b'Im sure youve had it said to you already but if youre looking for great non TREK Patrick Stewart watch GREEN ROOM ':
2292,admiration: 0.8703285455703735
2293,approval: 0.3928910195827484
2294,joy: 0.36467111110687256
2295,
2296,b'yeah im waiting for that one to hit cable streaming':
2297,neutral: 0.38448992371559143
2298,approval: 0.3742649257183075
2299,sadness: 0.3623806834220886
2300,
2301,b'dont forget about the former queen of hell that he was fooling around with Bensozia Glasyas mother Hmm ':
2302,neutral: 0.4877201020717621
2303,anger: 0.41495344042778015
2304,annoyance: 0.3753129541873932
2305,
2306,b'5 perspective The Attention Econom':
2307,neutral: 0.6148905754089355
2308,sadness: 0.3653717637062073
2309,embarrassment: 0.36148566007614136
2310,
2311,b'4 perspective The free time paradox in America':
2312,neutral: 0.6265769004821777
2313,disapproval: 0.3632580637931824
2314,embarrassment: 0.36322686076164246
2315,
2316,b' HeatherSolos The end of an era ':
2317,neutral: 0.6258369088172913
2318,anger: 0.4257979393005371
2319,curiosity: 0.3731882572174072
2320,
2321,b' HeatherSolos end of a paycheck Had just stocked up at Costco ':
2322,neutral: 0.5320442318916321
2323,anger: 0.40292948484420776
2324,embarrassment: 0.36004090309143066
2325,
2326,b'bowy this shit is kinda overwhelming me now tbh':
2327,anger: 0.4728236198425293
2328,annoyance: 0.38007667660713196
2329,joy: 0.36510902643203735
2330,
2331,b'im probably going to cry in nov':
2332,neutral: 0.5856204628944397
2333,desire: 0.3601958453655243
2334,approval: 0.36018815636634827
2335,
2336,b'Felix Diaz is advised by Al Haymon ':
2337,neutral: 0.7541976571083069
2338,anger: 0.3670389652252197
2339,disapproval: 0.365597665309906
2340,
2341,b'I thought Amir Imam was as well':
2342,neutral: 0.4814702570438385
2343,approval: 0.387099027633667
2344,surprise: 0.3552978038787842
2345,
2346,b'OMG Ihr erinnert euch Amazon schickte mir das falsche Buch zu und heute sollte das richtige kommen GUESS WHAT ':
2347,curiosity: 0.4214942753314972
2348,confusion: 0.37064412236213684
2349,sadness: 0.3655082881450653
2350,
2351,b'Nicht das richtige ':
2352,neutral: 0.6131501793861389
2353,remorse: 0.4010853171348572
2354,curiosity: 0.3903389871120453
2355,
2356,b' m chte mich einfach mit neuen und nicht bestellten B chern berraschen Find ich ok wenn noch irgend':
2357,joy: 0.3734471797943115
2358,anger: 0.3639945983886719
2359,neutral: 0.3623299300670624
2360,
2361,b'geh ins Gesch ft ':
2362,neutral: 0.554114580154419
2363,admiration: 0.40338441729545593
2364,anger: 0.39647790789604187
2365,
2366,b'yep hawthorne was slushy with rain not long ago':
2367,neutral: 0.6565561890602112
2368,disapproval: 0.4030519723892212
2369,annoyance: 0.3602345585823059
2370,
2371,b'Aber die Mitarbeiterin im Chat war jetzt super unkompliziert und kompetent ':
2372,admiration: 0.4149841368198395
2373,joy: 0.38603025674819946
2374,curiosity: 0.3743874728679657
2375,
2376,b' well help ':
2377,admiration: 0.4943614602088928
2378,anger: 0.4350672960281372
2379,surprise: 0.3696472644805908
2380,
2381,b'never thought I would say come on 40s Lol':
2382,amusement: 0.9987583160400391
2383,joy: 0.3813854157924652
2384,nervousness: 0.3651549816131592
2385,
2386,b'I call it Success Da ist mir die andere Ausgabe auch schon egal Hauptsache der Inhalt stimmt ':
2387,approval: 0.37437310814857483
2388,neutral: 0.3683413565158844
2389,admiration: 0.36616069078445435
2390,
2391,b'Enjoy it has its own beauty ':
2392,joy: 0.8961121439933777
2393,admiration: 0.4341979920864105
2394,excitement: 0.4012830853462219
2395,
2396,b'Were on it weather Get the Weather Gods Ap':
2397,neutral: 0.48320838809013367
2398,approval: 0.36276987195014954
2399,nervousness: 0.36215201020240784
2400,
2401,b'degrees and blowing snow TedLott preps to pedal home BikeG':
2402,neutral: 0.610774576663971
2403,annoyance: 0.360690176486969
2404,disgust: 0.35317492485046387
2405,
2406,b'Not quite blustery But steady stiff wind blowing 26 degrees BikeG':
2407,neutral: 0.4697961211204529
2408,anger: 0.4170311689376831
2409,disapproval: 0.40516865253448486
2410,
2411,b' IENeart':
2412,love: 0.6554784178733826
2413,anger: 0.5663231015205383
2414,admiration: 0.49887385964393616
2415,
2416,b'I am so IMPRESSED Stay warm amp SAFE Thank you Everyone who is Helping our Water Land and Future Protectors NoDAPL ':
2417,gratitude: 0.9905683398246765
2418,pride: 0.3519110381603241
2419,optimism: 0.3490150272846222
2420,
2421,b' babar2':
2422,neutral: 0.8391771912574768
2423,amusement: 0.47650519013404846
2424,remorse: 0.3982481360435486
2425,
2426,b' WaterisLife NoDAPL KilltheSnake standingrock':
2427,neutral: 0.7754723429679871
2428,anger: 0.43950551748275757
2429,annoyance: 0.36039817333221436
2430,
2431,b' UBCIC Treaty Alliance PODCAST Deconstructing the Non profit Industrial Complex Introduction Episode':
2432,neutral: 0.3802879750728607
2433,admiration: 0.3684712052345276
2434,disapproval: 0.35990047454833984
2435,
2436,b'you got that right Thanks Sir Mullings':
2437,gratitude: 0.9903243780136108
2438,curiosity: 0.36173340678215027
2439,embarrassment: 0.3534681797027588
2440,
2441,b'Texas weather for you ':
2442,neutral: 0.6656285524368286
2443,caring: 0.37959274649620056
2444,approval: 0.3511609137058258
2445,
2446,b' NCMom8 those pitiful weather ppl How can they almost always get it so wrong ':
2447,curiosity: 0.48675426840782166
2448,neutral: 0.4640427231788635
2449,confusion: 0.372164249420166
2450,
2451,b'And flooded streets potentially higher river flows ':
2452,neutral: 0.5288317203521729
2453,curiosity: 0.39712709188461304
2454,embarrassment: 0.35605865716934204
2455,
2456,b' CFAHenderson I had 12 nuggets friday cfa generous when packed saved a few for yesterday jcr':
2457,neutral: 0.49216246604919434
2458,approval: 0.36272287368774414
2459,disapproval: 0.3578321635723114
2460,
2461,b'yikes You should have come here for a mini Vaca Our roads are clear ':
2462,neutral: 0.44593551754951477
2463,annoyance: 0.3635517656803131
2464,approval: 0.3580208718776703
2465,
2466,b'snow day 3 for us The roads have cleared enough for us to get out and about ':
2467,neutral: 0.5618471503257751
2468,caring: 0.35879087448120117
2469,nervousness: 0.3575950860977173
2470,
2471,b'was that 95 or 96 with the last big flood Sandbag party ':
2472,neutral: 0.5486305952072144
2473,curiosity: 0.39288878440856934
2474,confusion: 0.36873507499694824
2475,
2476,b' SkyNewsNaz SkyNews Ahh snugg X':
2477,neutral: 0.5121259689331055
2478,anger: 0.467544823884964
2479,curiosity: 0.3884596526622772
2480,
2481,b'the snow here has already melted its slush now minimal disruption My DD hoped for lots more snow ':
2482,neutral: 0.46819230914115906
2483,annoyance: 0.36151230335235596
2484,curiosity: 0.3611457943916321
2485,
2486,b' adolwyn me too Finally We were so spoiled last winter ':
2487,approval: 0.3788090944290161
2488,excitement: 0.35698169469833374
2489,embarrassment: 0.35552307963371277
2490,
2491,b' TrevCampbell LUCKY I HATE FLORIDA NEVER SNOWS HERE':
2492,anger: 0.9101265072822571
2493,annoyance: 0.44914647936820984
2494,disapproval: 0.40092921257019043
2495,
2496,b'Itll sure be interesting to watch the Chiefs Sunday play in ice and then freezing cold rain Yikes Bring on the 50s Mon ':
2497,neutral: 0.5024011135101318
2498,approval: 0.373014360666275
2499,joy: 0.3706012964248657
2500,
2501,b'I give them mom permission to postpone the game ':
2502,anger: 0.3870432376861572
2503,neutral: 0.38596150279045105
2504,approval: 0.3702831566333771
2505,
2506,b' james danson bet the ducks are delighted':
2507,neutral: 0.553698718547821
2508,curiosity: 0.41412460803985596
2509,confusion: 0.3633759021759033
2510,
2511,b'I was wrong Only temporary And bc Im sure you were dying to know what it looks like today ':
2512,curiosity: 0.4179476201534271
2513,approval: 0.3996430039405823
2514,confusion: 0.3905959725379944
2515,
2516,b'Ha No Its gonna freeze again Well have snow till about March April lol':
2517,amusement: 0.9983540773391724
2518,nervousness: 0.3542165458202362
2519,pride: 0.35407698154449463
2520,
2521,b'You know were moving to a cozy cabin in a couple of years right well isnt this one ideal Wowzaaaa Canada got':
2522,neutral: 0.4223935902118683
2523,admiration: 0.3756207525730133
2524,curiosity: 0.3636150658130646
2525,
2526,b'You gonna go to Canadia where trailerparkdogs are ':
2527,neutral: 0.5125009417533875
2528,curiosity: 0.46484655141830444
2529,confusion: 0.36846640706062317
2530,
2531,b'oh bloody hell I will be biking and racing by then spring sun out lol':
2532,amusement: 0.9983400106430054
2533,nervousness: 0.3593796491622925
2534,pride: 0.3532641530036926
2535,
2536,b' trailerparkdogs Did you look at their feed makes me want to pledge my allegiance to the maple leaf ':
2537,curiosity: 0.508228063583374
2538,neutral: 0.3978072702884674
2539,anger: 0.37367647886276245
2540,
2541,b' grrlysquirrel75 trailerparkdogs Come to Canada we r extra friendly here in Manitoba the Whiteshell is beautiful its near me':
2542,admiration: 0.9789135456085205
2543,joy: 0.3740539252758026
2544,nervousness: 0.35457566380500793
2545,
2546,b' mattiedog grrlysquirrel75 trailerparkdogs hey its practically spring here its 34F in January thats warm for us ':
2547,joy: 0.367734432220459
